Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Type_of_Loan_No Data,Type_of_Loan_Others,Type_of_Loan_auto loan,Type_of_Loan_credit-builder loan,Type_of_Loan_debt consolidation loan,Type_of_Loan_home equity loan,Type_of_Loan_mortgage loan,Type_of_Loan_not specified,Type_of_Loan_payday loan,Type_of_Loan_personal loan,Type_of_Loan_student loan,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
28.0,162550.32,13731.86,0.0,5.0,11.0,1.0,17.0,8.0,0.68,4.0,2,789.13,200.0,0,76.18230460622334,101.66007957310424,425.3149135633105,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33.0,36136.49,3030.374166666666,6.0,3.0,18.0,2.0,31.0,14.0,18.91,6.0,1,453.4,399.0,1,42.47398980122181,35.491646194318974,320.8126199118028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,51200.46,4108.705,7.0,9.0,22.0,5.0,47.0,24.0,8.15,7.0,0,4126.76,155.0,1,151.50227075320086,34.70664938232216,353.6783551328666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,18675.65,1548.3041666666668,3.0,6.0,18.0,2.0,6.0,18.0,11.52,11.0,1,1352.15,99.0,1,16.528702751280758,71.16477672747828,337.1369371879076,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.0,15471.01,1467.250833333333,6.0,9.0,20.0,5.0,27.0,8.0,13.76,8.0,1,1687.51,152.0,1,36.673929688692375,21.12916474098355,328.9219889036574,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54.0,57652.54,4968.378333333333,0.0,7.0,5.0,1.0,12.0,0.0,11.95,2.0,2,1401.5,369.0,0,36.559939561081656,67.3520095355646,542.1346529262469,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20.0,91532.61,7564.7175,4.0,3.0,5.0,3.0,1.0,7.0,6.36,3.0,2,1211.41,341.0,0,201.69851632295868,67.05268091254436,656.9140081958242,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.0,116156.1,9448.675,5.0,5.0,5.0,2.0,10.0,9.0,1.13,3.0,2,1210.76,251.0,0,193.1944017846174,175.16359674236125,766.4549803356023,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,13315.2,1307.6,8.0,5.0,16.0,0.0,13.0,12.0,7.84,7.0,1,1233.74,219.0,0,0.0,23.81356273732316,343.66453466717644,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.0,32198.23,2862.185833333333,5.0,5.0,10.0,5.0,30.0,11.0,18.27,11.0,1,857.14,167.0,1,126.4786617973768,36.51313378870403,65.68012919804247,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.0,19253.02,1591.418333333333,3.0,3.0,17.0,7.0,6.0,8.0,8.08,8.0,1,1264.11,80.0,1,78.30239061912039,37.610459304783454,166.98362486589906,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.0,31819.53,2414.6275,3.0,3.0,6.0,0.0,10.0,9.0,0.6699999999999999,4.0,2,529.01,373.0,0,0.0,46.49371538917683,297.3829107821724,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,14841.17,989.7641666666666,7.0,6.0,33.0,2.0,53.0,15.0,9.2,12.0,1,1371.17,165.0,1,23.322351612097176,41.63425501722707,309.0773959427525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,34188.81,2719.0675,0.0,4.0,5.0,1.0,14.0,0.0,5.2200000000000015,0.0,2,1076.67,282.0,0,25.17859847630681,31.65804447115936,405.0078943530477,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29.0,21523.025,1974.5854166666668,5.0,7.0,1.0,1.0,5.0,4.0,3.2,2.0,2,439.35,367.0,0,16.196489871932414,52.88409406430796,296.5249277334857,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15.0,92084.4,7728.7,3.0,3.0,14.0,4.0,20.0,15.0,24.09,9.0,1,1265.51,189.0,1,180.5883652052341,56.65342069608357,243.63097859601865,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,29310.85,2522.570833333333,8.0,4.0,20.0,4.0,9.0,17.0,9.3,4.0,1,1184.49,383.0,0,93.77119066817184,18.191090669218788,259.2238075184854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.0,87538.24,6183.897311926858,2.0,4.0,3.0,0.0,11.0,6.0,4.6,2.0,2,41.82,303.0,0,955.9560214064752,91.82868940845977,738.1257662392418,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53.0,176783.92,14754.993333333336,0.0,1.0,3.0,2.0,15.0,11.0,10.42,6.0,2,1462.95,385.0,0,262.0930501988325,161.2496005547277,334.1387304910122,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.0,70328.66,5682.721666666667,0.0,1.0,8.0,4.0,1.0,10.0,3.06,3.0,2,1032.76,298.0,0,223.7227251368716,42.59181220082289,533.7036832180563,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.0,37367.34,3303.945,2.0,7.0,10.0,3.0,8.0,2.0,3.4,4.0,2,452.85,392.0,0,63.48696610549253,29.22632018137964,475.59803937098695,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.0,20488.03,1507.335833333333,3.0,2.0,8.0,0.0,15.0,12.0,4.73,6.0,2,355.92,341.0,0,0.0,51.510739561186845,332.14260043931966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.0,58873.05,4896.0875,4.0,4.0,16.0,7.0,24.0,11.0,18.07,10.0,1,1039.2,164.0,1,203.85486866905583,52.48825146699876,408.6661001058548,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36.0,36898.49,2827.874166666666,6.0,3.0,20.0,4.0,30.0,14.0,11.27,3.0,1,328.45,376.0,0,109.91014423374708,24.326531792972304,110.06229290655028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.0,40944.82,3588.068333333333,7.0,7.0,17.0,3.0,17.0,13.0,13.4,7.0,1,948.81,299.0,1,93.98416718975731,37.46381453775293,424.44930631925047,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.0,71746.68,6107.889999999999,3.0,3.0,10.0,3.0,11.0,18.0,17.25,5.0,1,2052.59,66.0,1,107.96166481408524,70.95226176363855,428.5957321609943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,44768.76,4021.73,8.0,7.0,34.0,9.0,53.0,13.0,28.21,15.0,0,2989.37,34.0,1,272.0989318935342,44.74037032729251,237.2021137268281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,73439.26,6144.938333333333,8.0,7.0,6.0,4.0,8.0,21.0,10.71,3.0,1,613.92,215.0,0,186.38117842734684,61.69331737224176,582.7055415068893,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47.0,97505.64,8343.470000000001,3.0,5.0,1.0,0.0,22.0,4.0,8.56,5.0,2,295.22,188.0,0,0.0,59.159567080598535,656.7840333063269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,7991.33,736.9441666666668,8.0,6.0,25.0,7.0,58.0,24.0,7.59,9.0,0,2870.09,51.0,1,43.36129547348475,0.0,249.10383302404617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20.0,18438.875,1465.572916666667,0.0,4.0,10.0,1.0,6.0,11.0,5.08,0.0,2,435.96,378.0,0,15.346029289684385,35.128810537413486,287.76397821425275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.0,52046.28,4067.19,8.0,4.0,13.0,3.0,12.0,21.0,12.41,6.0,1,2314.66,76.0,1,88.50752114890963,73.28864502117247,460.7604477912747,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,19916.14,1840.678333333333,6.0,5.0,22.0,7.0,37.0,24.0,0.9,7.0,0,4358.08,167.0,1,76.85648947688156,12.040475168429609,210.3420493156773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,15837.31,1019.7758333333336,8.0,6.0,16.0,8.0,54.0,20.0,18.88,12.0,0,3336.83,11.0,1,63.5875877889013,26.88400955186974,238.7839127374879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,58380.6,4891.05,7.0,5.0,27.0,4.0,58.0,19.0,9.94,12.0,1,1494.92,114.0,1,160.05196665231998,92.71735670996564,219.7755450999672,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43.0,24688.88,2256.4066666666668,8.0,4.0,9.0,1.0,23.0,15.0,11.74,3.0,1,1014.83,277.0,0,10.869316856380284,30.93694174459584,397.8189133747522,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41.0,48072.27,4151.022500000001,7.0,5.0,15.0,9.0,57.0,16.0,7.37,15.0,0,1434.39,84.0,1,305.05907609916625,74.24464670915012,46.98793459370018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,104849.82,8744.485,4.0,6.0,18.0,0.0,25.0,16.0,18.28,1.0,1,1439.21,259.0,1,0.0,129.7534198074087,20.14949789738887,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.0,71131.53,6148.6275,6.0,7.0,16.0,6.0,26.0,20.0,10.86,5.0,1,1168.61,226.0,2,222.43347262551384,61.28656100596258,271.8084249202969,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,16241.52,1548.46,9.0,9.0,23.0,6.0,16.0,22.0,15.17,8.0,0,2410.41,80.0,2,71.8909206846593,74.72641241283867,280.2686187169196,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.0,67712.58,5549.715,3.0,5.0,15.0,1.0,11.0,18.0,4.92,1.0,1,588.81,368.0,2,31.297835389824165,78.53892928485789,382.8498441661964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39.0,36446.26,2923.188333333333,4.0,5.0,8.0,0.0,11.0,9.0,11.67,0.0,2,334.38,202.0,0,0.0,47.65580669739185,452.93427753384,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,17009.84,1469.486666666667,7.0,8.0,15.0,3.0,34.0,17.0,19.22,6.0,1,2587.8,150.0,1,21.30941089225586,39.430870070597855,353.1681999494288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.0,15874.01,1049.8341666666668,1.0,3.0,5.0,0.0,13.0,6.0,2.32,3.0,2,1173.38,385.0,0,0.0,15.092626624564252,269.9170303487365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,103968.38999999998,8612.0325,3.0,7.0,6.0,1.0,9.0,9.0,4.37,3.0,2,1234.59,216.0,0,73.63741342979709,68.79510335838175,290.4381658296088,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15.0,32629.08,2672.09,7.0,5.0,30.0,7.0,49.0,22.0,9.27,7.0,0,2012.34,97.0,1,147.6795542225183,43.966444277201006,156.63188082149838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,34996.86,2886.405,7.0,7.0,10.0,4.0,7.0,10.0,7.94,7.0,1,143.42,91.0,1,112.40696115361816,57.18973851596989,257.350567193335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,34861.12,2644.093333333333,7.0,6.0,4.0,0.0,31.0,18.0,6.18,3.0,2,748.76,357.0,0,0.0,24.56433479256525,290.0968820008014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.0,8103.425,572.2854166666667,9.0,10.0,32.0,8.0,47.0,22.0,28.92,10.0,0,2944.35,122.0,1,39.15389972643829,0.0,246.77867612634827,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43.0,74092.04,6029.336666666666,7.0,9.0,15.0,3.0,36.0,16.0,2.94,10.0,0,1531.49,158.0,1,105.64599501025876,57.17935676529661,635.3320005206947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,31577.16,2924.43,10.0,6.0,15.0,2.0,24.0,18.0,14.07,9.0,0,1470.79,225.0,1,40.24901952297961,33.722180022619945,400.8348680044464,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,34898.52,2923.21,3.0,5.0,15.0,6.0,13.0,16.0,10.83,4.0,1,1552.71,179.0,1,91.84864713238971,46.89837020195542,345.2584449215719,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.0,95099.8,7851.983333333334,5.0,5.0,7.0,4.0,8.0,9.0,11.54,7.0,1,618.46,276.0,1,236.83348188888127,84.37809810564481,586.9885297979091,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,10285.71,1036.1425,8.0,7.0,6.0,1.0,16.0,8.0,14.49,3.0,1,1354.57,348.0,1,7.8970740737019645,14.87887584323283,277.82649717051487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44.0,7012.31,577.3591666666667,8.0,6.0,20.0,5.0,34.0,24.0,4.64,10.0,0,4784.12,112.0,2,20.58222058783164,0.0,271.5478582181221,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.0,57080.22,4598.685,6.0,4.0,3.0,3.0,6.0,9.0,0.75,0.0,2,553.43,278.0,0,116.53074689474388,53.14783697395607,421.9054078520386,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,37006.6,3378.883333333333,7.0,10.0,20.0,9.0,40.0,16.0,19.11,12.0,0,3386.25,94.0,1,245.839955184929,52.17418373499283,168.61743343844734,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,54667.1,4804.591666666666,6.0,5.0,13.0,4.0,8.0,9.0,22.01,3.0,1,401.07,280.0,1,129.1771213680144,91.5585971341339,176.33436536859054,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,61783.38,5422.615,3.0,7.0,11.0,3.0,12.0,7.0,9.35,3.0,2,1385.21,296.0,0,87.12472355317223,42.17634587613181,652.9604305706961,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.0,36137.59,2876.465833333333,3.0,4.0,2.0,4.0,6.0,0.0,7.21,2.0,2,1261.71,328.0,0,73.14084220712401,38.42523111423529,303.09855676944784,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,35856.82,2918.068333333333,3.0,6.0,20.0,1.0,16.0,15.0,16.02,4.0,1,1212.78,303.0,1,20.552122957413133,69.94675507884278,283.05884065513465,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44.0,45432.51,3954.0425,10.0,8.0,21.0,6.0,57.0,24.0,3.35,14.0,0,2157.17,153.0,1,194.5173530345591,75.34207141732374,235.0904732681993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,38856.53,3337.044166666666,3.0,4.0,1.0,3.0,6.0,3.0,4.43,1.0,2,1375.65,303.0,0,51.75738955116719,63.834664054176606,320.45790094319887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.0,16437.83,1413.819166666667,9.0,7.0,30.0,6.0,31.0,22.0,18.25,11.0,0,4632.72,161.0,1,73.80890487315305,63.14602244099488,239.7978247634124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.0,58248.33,4722.0275,8.0,6.0,33.0,5.0,25.0,22.0,18.38,12.0,0,1528.09,79.0,1,213.876537956744,62.98153388927607,347.9351050664192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54.0,15913.015,1549.084583333333,6.0,7.0,17.0,0.0,21.0,17.0,16.14,1.0,1,1347.17,359.0,1,0.0,59.81906911998554,291.61133539949407,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.0,17919.005,1464.250416666667,1.0,5.0,8.0,0.0,5.0,4.0,8.44,4.0,2,69.03,234.0,0,0.0,16.367278945362298,337.30310531492586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.0,17785.93,1684.1608333333334,3.0,7.0,1.0,2.0,8.0,10.0,1.74,6.0,2,849.81,312.0,0,14.921846853149988,44.33158132087491,283.8251797811521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16.0,16454.75,1106.2291666666667,9.0,6.0,28.0,7.0,24.0,23.0,17.47,9.0,0,4749.97,119.0,1,50.99934527885296,41.75097782896828,245.2491462851876,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0,147583.4,12224.616666666669,6.0,7.0,9.0,0.0,7.0,19.0,12.22,10.0,1,194.4,290.0,1,0.0,113.0563540353257,1108.1361990875234,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.0,69779.8,5695.983333333334,3.0,6.0,12.0,5.0,31.0,10.0,18.99,7.0,1,2349.79,182.0,1,254.9681947433235,90.09989928954832,442.00863029709376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.0,17923.435,1203.6195833333334,7.0,7.0,8.0,1.0,16.0,13.0,16.42,1.0,1,1300.81,298.0,1,7.847698736792763,20.03803841381807,338.6207019155073,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
51.0,43581.13,3566.7608333333333,4.0,3.0,9.0,3.0,18.0,3.0,8.56,2.0,2,900.83,284.0,0,103.03307766103524,39.5345799332659,376.9226449635137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.0,62932.48,5437.373333333334,6.0,10.0,23.0,4.0,9.0,20.0,19.12,13.0,1,2412.6,97.0,1,139.38084217230843,59.91259935466692,584.0993977802383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.0,34269.74,2950.811666666666,4.0,6.0,3.0,4.0,10.0,12.0,3.31,6.0,2,609.77,260.0,2,108.1668113670246,34.48520248051569,392.42915281912633,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53.0,43502.68,3733.223333333333,0.0,7.0,6.0,1.0,15.0,2.0,4.93,3.0,2,862.14,310.0,0,32.03232756170208,67.38032669870525,237.26605422747605,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39.0,45188.52,3868.7100000000014,9.0,10.0,22.0,7.0,42.0,22.0,10.45,11.0,1,1960.28,182.0,1,154.35745842806455,40.858996971664695,353.8126726862611,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,34898.52,2923.21,3.0,5.0,15.0,6.0,16.0,16.0,5.83,4.0,1,1552.71,177.0,1,91.84864713238971,46.89837020195542,337.4630828152102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,157577.0,12912.416666666664,5.0,1.0,6.0,1.0,8.0,2.0,10.46,3.0,2,527.54,285.0,0,73.21934851413806,146.70793557394575,611.4053567080218,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48.0,136150.6,11127.883333333331,1.0,5.0,9.0,3.0,8.0,0.0,10.72,3.0,2,260.29,324.0,2,177.65407218247665,219.7757742479544,886.9461303186113,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.0,122332.04,10310.336666666666,1.0,1.0,8.0,0.0,4.0,8.0,4.41,2.0,2,605.35,216.0,2,0.0,139.9449116447756,1109.1407003382103,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,35149.1,2935.0916666666667,4.0,6.0,5.0,4.0,13.0,8.0,8.17,4.0,2,527.39,247.0,0,97.64015885660848,24.27145139076544,294.6850132557118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,17844.81,1309.0675,6.0,5.0,23.0,6.0,17.0,18.0,27.47,7.0,0,3962.26,34.0,1,54.95751568179575,33.658623757734,215.36585112610783,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0,31021.08,2500.09,2.0,4.0,10.0,1.0,9.0,5.0,2.33,7.0,2,366.86,294.0,0,16.968840989407706,104.48759758490388,340.1461750015952,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.0,108143.55,9266.9625,5.0,3.0,13.0,7.0,10.0,7.0,12.09,5.0,1,418.24,87.0,1,490.5743386257485,85.52972896079709,61.076291775587215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,23312.22,1814.685,6.0,7.0,20.0,2.0,5.0,13.0,1.95,4.0,1,1067.99,372.0,0,25.174330359780893,15.80580517878491,307.5576422241131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,14542.3,1480.8583333333331,6.0,9.0,22.0,6.0,30.0,18.0,15.22,8.0,0,4479.0,8.0,1,63.11198958207201,21.112438468419484,278.3479860411188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54.0,15414.675,1449.55625,5.0,5.0,11.0,0.0,7.0,1.0,8.96,4.0,2,508.81,278.0,0,0.0,61.24262021638825,336.92593785472354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,44323.29,3909.6075,10.0,5.0,22.0,5.0,25.0,22.0,19.8,9.0,0,3089.47,148.0,1,184.40580999238827,76.5787378148963,328.0977926129664,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,31417.15,2664.0958333333333,3.0,6.0,18.0,3.0,26.0,10.0,17.26,0.0,1,362.31,245.0,1,64.18962321994077,27.594980845357902,262.96273529194696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.0,72412.84,5913.403333333333,7.0,4.0,5.0,2.0,29.0,10.0,18.95,3.0,1,1062.1,320.0,1,66.74648371870893,92.57328735095788,584.8684696739957,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.0,133377.21,11114.7675,0.0,5.0,5.0,2.0,1.0,5.0,8.16,3.0,2,1131.7,270.0,0,171.9485432378253,169.69868639824438,825.1445417142434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,19253.6,1823.4666666666665,8.0,6.0,18.0,9.0,47.0,18.0,1.42,10.0,0,3671.25,53.0,1,125.9126095331716,27.07064469077956,240.3504987291361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,10525.355,645.1129166666666,4.0,6.0,3.0,0.0,13.0,10.0,3.99,0.0,2,583.9,359.0,0,0.0,14.400951913417645,321.6428655367112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.0,88685.32,7417.443333333334,0.0,2.0,3.0,4.0,13.0,6.0,7.75,8.0,2,1429.35,263.0,0,168.77080415188922,95.2033627026592,654.478735269694,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.0,40430.92,3489.2433333333333,6.0,8.0,15.0,9.0,34.0,24.0,4.85,14.0,0,1783.53,80.0,2,256.8423514605554,27.6139584270874,111.02662972838058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,64964.10000000001,5199.675,6.0,6.0,1.0,0.0,19.0,19.0,5.21,2.0,1,896.63,316.0,0,0.0,84.5621044237244,447.2197961770957,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.0,39296.5,3261.708333333333,4.0,0.0,1.0,4.0,1.0,8.0,6.65,3.0,2,187.21,329.0,0,124.9486672158798,34.65337506230618,205.4640519249997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,48121.32,4253.1100000000015,6.0,9.0,29.0,2.0,21.0,20.0,9.13,17.0,1,1896.8,87.0,1,58.0748298805708,34.62589755513606,278.41367696037275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,20825.75,1770.479166666667,6.0,5.0,33.0,3.0,21.0,11.0,7.3,11.0,1,2116.54,188.0,1,46.64495920090732,26.91042358338592,331.1134229083301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,21863.8,1895.983333333333,7.0,3.0,14.0,2.0,10.0,15.0,10.68,2.0,1,1377.13,364.0,1,26.05413693394768,18.302021233070377,343.6041110474804,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,8540.855,561.7379166666666,10.0,10.0,26.0,3.0,29.0,19.0,14.54,7.0,1,2310.04,96.0,1,12.151200623775711,10.556351191917445,278.79733873295714,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,132414.16,11050.513333333334,3.0,3.0,19.0,0.0,13.0,17.0,6.06,0.0,1,53.73,306.0,1,0.0,86.9269574663867,678.8696871805653,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,58477.59,5005.1325,10.0,8.0,19.0,6.0,33.0,12.0,26.44,8.0,0,4896.77,24.0,1,228.81610493670183,53.21872243165948,384.172589206208,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,121223.96,9864.996666666668,5.0,7.0,3.0,0.0,5.0,13.0,7.3599999999999985,2.0,2,1338.42,230.0,0,0.0,119.49383307869616,1117.0058335879708,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,17158.43,1507.8691666666666,8.0,7.0,28.0,7.0,57.0,24.0,28.45,6.0,0,4438.41,96.0,1,97.71693434810184,28.569990168027665,238.0656800312897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,36753.32,3164.776666666666,9.0,10.0,32.0,4.0,18.0,12.0,16.72,6.0,1,2153.46,111.0,1,117.85177813802048,33.35186907079488,405.27401945785135,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,41982.88,3263.5733333333333,4.0,7.0,14.0,0.0,23.0,23.0,17.83,6.0,1,1449.7,211.0,1,0.0,21.83224442549655,467.72395094199135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,62325.9,5289.825,3.0,7.0,9.0,4.0,8.0,8.0,11.92,4.0,2,1302.86,288.0,0,200.1973416768789,61.59457843755108,517.1905798855698,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.0,29465.73,2659.4775,2.0,7.0,1.0,0.0,1.0,2.0,10.01,2.0,2,1171.28,270.0,0,0.0,58.535261189458296,454.8439395522023,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.0,30366.04,2395.5033333333336,5.0,3.0,10.0,1.0,14.0,0.0,5.74,1.0,2,670.53,207.0,0,16.296355580835662,36.623368489799326,275.6039314605164,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20.0,34977.92,2670.8266666666664,6.0,4.0,3.0,4.0,7.0,14.0,4.29,4.0,2,992.64,211.0,0,95.27460136032886,52.37795785962384,293.893966205698,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
